MUNICIPALITY,LAST_NAME,FIRST_NAME,OFFICE_FILLED,VOTES_FOR_CANDIDATE,VOTES_FOR_OFFICE,ELECTED_OR_ACCLAIMED,COUNCIL_INCUMBENT,OFFICE_INCUMBENT,OFFICE_SUBJECT_TO_RECOUNT
North Perth M,Kasenberg,Todd,Mayor,2298,2810,Elected,Yes,Yes,No
North Perth M,Duncan,Matt,Local Councillor,551,2018,Elected,Yes,Yes,No
North Perth M,Johnston,Dave,Local Councillor,531,2018,Elected,Yes,Yes,No
North Perth M,Rothwell,Allan,Local Councillor,484,2018,Elected,Yes,Yes,No
North Perth M,Andriessen,Lee Anne,Local Councillor,278,712,Elected,Yes,Yes,No
North Perth M,Richardson,Matt,Local Councillor,1448,5125,Elected,Yes,Yes,No
North Perth M,Anstett,Neil,Local Councillor,1498,5125,Elected,Yes,Yes,No
North Perth M,Blazek,Sarah,Local Councillor,1003,5125,Elected,No,No,No
North Perth M,Noordam,Marc,Local Councillor,245,712,Elected,No,No,No
North Perth M,Kellum,Doug,Deputy Mayor,2490,3017,Elected,Yes,Yes,No
North Stormont Tp,Landry,Francois,Mayor,1595,2700,Elected,Yes,No,No
North Stormont Tp,MacDonald,David,Local Councillor,1657,7285,Elected,No,No,No
North Stormont Tp,Bugelli,Adrian,Local Councillor,1455,7285,Elected,No,No,No
North Stormont Tp,Shane,Charles,Local Councillor,1392,7285,Elected,No,No,No
North Stormont Tp,Densham,Steve,Deputy Mayor,1668,2693,Elected,Yes,No,No
Northeastern Manitoulin & The Isl T,MacNevin,Al,Mayor,,,Acclaimed,Yes,Yes,No
Northeastern Manitoulin & The Isl T,Cook,Laurie,Local Councillor,,,Acclaimed,Yes,Yes,No
Northeastern Manitoulin & The Isl T,Boyd,Al,Local Councillor,229,1230,Elected,Yes,Yes,No
Northeastern Manitoulin & The Isl T,Erskine,Michael,Local Councillor,213,1230,Elected,Yes,Yes,No
Northeastern Manitoulin & The Isl T,Koehler,Bill,Local Councillor,232,1230,Elected,Yes,Yes,No
Northeastern Manitoulin & The Isl T,Orr,Dawn,Local Councillor,248,1133,Elected,Yes,Yes,No
Northeastern Manitoulin & The Isl T,Wood,Bruce,Local Councillor,260,1133,Elected,Yes,Yes,No
Northeastern Manitoulin & The Isl T,Williamson,George Clifford,Local Councillor,,,Acclaimed,No,No,No
Northeastern Manitoulin & The Isl T,Aelick,Patti,Local Councillor,294,1133,Elected,No,No,No
Northern Bruce Peninsula M,McIver,Milt,Mayor,2424,,Elected,Yes,Yes,No
Northern Bruce Peninsula M,Golden,Laurie,Local Councillor,2425,,Elected,Yes,Yes,No
Northern Bruce Peninsula M,Dowd,Todd,Local Councillor,1840,,Elected,No,No,No
Northern Bruce Peninsula M,Sohrab,Aman,Local Councillor,1937,,Elected,No,No,No
Northern Bruce Peninsula M,Anderson,Rod,Deputy Mayor,1488,,Elected,No,No,No
Norwich Tp,Palmer,Jim,Mayor,2219,4325,Elected,Yes,No,No
Norwich Tp,Scholten,John,Local Councillor,578,1125,Elected,Yes,Yes,No
Norwich Tp,Stubbs,Alisha,Local Councillor,759,1286,Elected,No,No,No
Norwich Tp,Gear,Shawn,Local Councillor,602,1200,Elected,No,No,No
Norwich Tp,Couwenberg,Adrian,Local Councillor,267,1936,Elected,No,No,No
Oakville T,Burton,Rob,Mayor,19949,40510,Elected,Yes,Yes,No
Oakville T,Gittings,Dave,Local Councillor,4438,5336,Elected,Yes,No,No
Oakville T,Lishchyna,Natalia,Local Councillor,4238,4977,Elected,Yes,Yes,No
Oakville T,Chisholm,Ray,Local Councillor,,,Acclaimed,Yes,Yes,No
Oakville T,Grant,Marc,Local Councillor,2769,6058,Elected,Yes,Yes,No
Oakville T,Longo,Peter,Local Councillor,5465,6863,Elected,Yes,Yes,No
Oakville T,McNeice,Jonathan,Local Councillor,3137,6525,Elected,No,No,No
Oakville T,Xie,Scott,Local Councillor,820,3527,Elected,No,No,No
Oakville T,Adams,Tom,Local and Regional Councillor,,,Acclaimed,Yes,Yes,No
Oakville T,Duddeck,Cathy,Local and Regional Councillor,,,Acclaimed,Yes,Yes,No
Oakville T,Elgar,Allan,Local and Regional Councillor,5806,6856,Elected,Yes,Yes,No
Oakville T,Haslett-Theall,Janet,Local and Regional Councillor,,,Acclaimed,Yes,No,No
Oakville T,Knoll,Jeff,Local and Regional Councillor,4529,6121,Elected,Yes,Yes,No
Oakville T,O'Meara,Sean,Local and Regional Councillor,4898,6606,Elected,Yes,Yes,No
Oakville T,Nanda,Nav,Local and Regional Councillor,1984,3438,Elected,No,No,No
O'Connor Tp,Vezina,Jim,Mayor,,,Acclaimed,Yes,Yes,No
O'Connor Tp,Crane,Alexander,Local Councillor,102,141,Elected,Yes,Yes,No
O'Connor Tp,Racicot,Bishop,Local Councillor,102,141,Elected,Yes,Yes,No
O'Connor Tp,Torkkeli,Carly,Local Councillor,65,141,Elected,No,No,No
O'Connor Tp,Sobolta,John,Local Councillor,88,141,Elected,No,No,No
Oil Springs V,Veen,Ian,Mayor,,,Acclaimed,Yes,Yes,
Oil Springs V,McFadden,Connie,Local Councillor,,,Acclaimed,Yes,Yes,
Oil Springs V,Veen,Adam,Local Councillor,,,Acclaimed,Yes,Yes,
Oil Springs V,Wagner,Larry,Local Councillor,,,Acclaimed,Yes,Yes,
Oil Springs V,Newport,Jordan,Local Councillor,,,Acclaimed,No,No,
Oliver Paipoonge M,Kloosterhuis,Lucy,Mayor,905,2362,Elected,Yes,Yes,No
Oliver Paipoonge M,Kamphof,Bernie,Local Councillor,1510,7824,Elected,Yes,Yes,No
Oliver Paipoonge M,Vis,Allan,Local Councillor,1220,7824,Elected,Yes,Yes,No
Oliver Paipoonge M,Peacock,Donna,Local Councillor,1614,7824,Elected,No,No,No
Oliver Paipoonge M,Calvert,Dan,Local Councillor,1240,7824,Elected,No,No,No
Opasatika Tp,Dorval,Jacques,Mayor,,,Acclaimed,No,No,No
Opasatika Tp,Jean,Hélène,Local Councillor,76,532,Elected,Yes,Yes,No
Opasatika Tp,Marin,Reynald,Local Councillor,74,532,Elected,Yes,Yes,No
Opasatika Tp,Tremblay,Gaston,Local Councillor,59,532,Elected,No,No,No
Opasatika Tp,Sigouin,Roger,Local Councillor,83,532,Elected,No,No,No
Orangeville T,Post,Lisa,Mayor,2984,5955,Elected,Yes,No,No
Orangeville T,Andrews,Joe,Local Councillor,3481,5955,Elected,Yes,Yes,No
Orangeville T,Macintosh,Andy,Local Councillor,3410,5955,Elected,Yes,No,No
Orangeville T,Sherwood,Debbie,Local Councillor,3850,5955,Elected,Yes,Yes,No
Orangeville T,Stevens,Rick,Local Councillor,2330,5955,Elected,No,No,No
Orangeville T,Prendergast,Tess,Local Councillor,2968,5955,Elected,No,No,No
Orangeville T,Taylor,Todd,Deputy Mayor,4727,5955,Elected,Yes,No,No
Orillia C,McIsaac,Donald,Mayor,4861,8486,Elected,No,No,No
Orillia C,Campbell,David,Local Councillor,1202,3652,Elected,Yes,Yes,No
Orillia C,Cipolla,Ralph,Local Councillor,740,3824,Elected,Yes,Yes,No
Orillia C,Fallis,Jay,Local Councillor,1310,3993,Elected,Yes,Yes,No
Orillia C,Lauer,Tim,Local Councillor,1326,4237,Elected,Yes,Yes,No
Orillia C,Smith,Whitney,Local Councillor,951,3652,Elected,No,No,No
Orillia C,Leatherdale,Luke,Local Councillor,708,3824,Elected,No,No,No
Orillia C,Czetwerzuk,Jeff,Local Councillor,830,3993,Elected,No,No,No
Orillia C,Durnford,Janet-Lynne,Local Councillor,919,4237,Elected,No,No,No
Oro-Medonte Tp,Greenlaw,Randy,Mayor,4793,7173,Elected,Yes,No,No
Oro-Medonte Tp,Hutcheson,Lori,Local Councillor,875,1242,Elected,No,No,No
Oro-Medonte Tp,Bard,John,Local Councillor,801,1278,Elected,No,No,No
Oro-Medonte Tp,Clark,David,Local Councillor,743,1216,Elected,No,No,No
Oro-Medonte Tp,Lavoie,Peter,Local Councillor,743,1440,Elected,No,No,No
Oro-Medonte Tp,Schell,Richard,Local Councillor,553,1168,Elected,No,No,No
Oro-Medonte Tp,Young,Robert J.,Local Councillor,282,669,Elected,No,No,Yes
Oshawa C,Carter,Dan,Mayor,14270,21974,Elected,Yes,Yes,No
Oshawa C,Giberson,Derek,Local Councillor,1497,5468,Elected,Yes,Yes,No
Oshawa C,Gray,John,Local Councillor,2360,3779,Elected,Yes,Yes,No
Oshawa C,Marks,Bradley,Local Councillor,2964,5070,Elected,Yes,Yes,No
Oshawa C,McConkey,Rosemary,Local Councillor,1101,2402,Elected,Yes,Yes,No
Oshawa C,Lee,Jim,Local Councillor,1509,4465,Elected,No,No,No
Oshawa C,Chapman,Bob,Local and Regional Councillor,3793,5240,Elected,Yes,Yes,No
Oshawa C,Kerr,Rick,Local and Regional Councillor,2467,5403,Elected,Yes,Yes,No
Oshawa C,Marimpietri,Tito-Dante,Local and Regional Councillor,2427,4565,Elected,Yes,Yes,No
Oshawa C,Neal,John,Local and Regional Councillor,1829,2400,Elected,Yes,Yes,No
Oshawa C,Nicholson,Brian,Local and Regional Councillor,1948,3850,Elected,Yes,Yes,No
Otonabee-South Monaghan Tp,Taylor,Joe,Mayor,,,Acclaimed,Yes,Yes,No
Otonabee-South Monaghan Tp,Allen,Mark,Local Councillor,,,Acclaimed,Yes,Yes,No
Otonabee-South Monaghan Tp,Powers,Nick,Local Councillor,,,Acclaimed,Yes,Yes,No
Otonabee-South Monaghan Tp,Holmes,Terry,Local Councillor,222,593,Elected,No,No,No
Otonabee-South Monaghan Tp,Clark,Bonnie,Deputy Mayor,,,Acclaimed,Yes,Yes,No
Ottawa C,Sutcliffe,Mark,Mayor,161677,314754,Elected,No,No,No
Ottawa C,Kitts,Catherine,Local Councillor,9466,12378,Elected,Yes,Yes,No
Ottawa C,Curry,Cathy,Local Councillor,8827,11501,Elected,Yes,Yes,No
Ottawa C,King,Rawlson,Local Councillor,8491,10593,Elected,Yes,Yes,No
Ottawa C,Brockington,Riley,Local Councillor,9595,13130,Elected,Yes,Yes,No
Ottawa C,Darouze,George,Local Councillor,4353,10667,Elected,Yes,Yes,No
Ottawa C,Dudas,Laura,Local Councillor,11821,16550,Elected,Yes,Yes,No
Ottawa C,Gower,Glen,Local Councillor,7758,13222,Elected,Yes,Yes,No
Ottawa C,Hubley,Allan,Local Councillor,5334,15755,Elected,Yes,Yes,No
Ottawa C,Kavanagh,Theresa,Local Councillor,12398,14976,Elected,Yes,Yes,No
Ottawa C,Leiper,Jeff,Local Councillor,11045,15345,Elected,Yes,Yes,No
Ottawa C,Luloff,Matthew,Local Councillor,11918,16069,Elected,Yes,Yes,No
Ottawa C,Menard,Shawn,Local Councillor,11358,14412,Elected,Yes,Yes,No
Ottawa C,Tierney,Tim,Local Councillor,7617,9293,Elected,Yes,Yes,No
Ottawa C,Hill,David,Local Councillor,6230,14168,Elected,No,No,No
Ottawa C,Kelly,Clarke,Local Councillor,2549,9305,Elected,No,No,No
Ottawa C,Johnson,Laine,Local Councillor,8899,16906,Elected,No,No,No
Ottawa C,Devine,Sean,Local Councillor,4812,12276,Elected,No,No,No
Ottawa C,Bradley,Jessica,Local Councillor,4927,11663,Elected,No,No,No
Ottawa C,Plante,Stéphanie,Local Councillor,4621,12440,Elected,No,No,No
Ottawa C,Troster,Ariel,Local Councillor,8663,14137,Elected,No,No,No
Ottawa C,Carr,Marty,Local Councillor,6088,12919,Elected,No,No,No
Ottawa C,Brown,David,Local Councillor,6898,10353,Elected,No,No,No
Ottawa C,Desroches,Steve,Local Councillor,5684,8378,Elected,No,No,No
Ottawa C,Lo,Wilson,Local Councillor,4403,11958,Elected,No,No,No
Owen Sound C,Boddy,Ian,Mayor,3372,6204,Elected,Yes,Yes,No
Owen Sound C,Dodd,Travis,Local Councillor,3888,6204,Elected,Yes,Yes,No
Owen Sound C,Hamley,Brock,Local Councillor,3201,6204,Elected,Yes,Yes,No
Owen Sound C,Koepke,Marion,Local Councillor,3048,6204,Elected,Yes,Yes,No
Owen Sound C,Merton,Carol,Local Councillor,3534,6204,Elected,Yes,Yes,No
Owen Sound C,Farmer,Jon,Local Councillor,3942,6204,Elected,No,No,No
Owen Sound C,Kukreja,Suneet,Local Councillor,2916,6204,Elected,No,No,No
Owen Sound C,Middlebro',Melanie,Local Councillor,3443,6204,Elected,No,No,No
Owen Sound C,Greig,Scott,Deputy Mayor,3717,6204,Elected,Yes,No,No
Papineau-Cameron Tp,Corriveau,Robert,Mayor,,,Acclaimed,Yes,Yes,No
Papineau-Cameron Tp,Belanger,Shelley,Local Councillor,203,1212,Elected,Yes,Yes,No
Papineau-Cameron Tp,Dillabough,Keith Clarke,Local Councillor,232,1212,Elected,No,No,No
Papineau-Cameron Tp,Chenier,Mélanie,Local Councillor,177,1212,Elected,No,No,No
Papineau-Cameron Tp,Bélanger,Jason,Local Councillor,189,1212,Elected,No,No,No
Parry Sound T,McGarvey,Jamie,Mayor,1282,2190,Elected,Yes,Yes,No
Parry Sound T,Borneman,Paul,Local Councillor,1467,9856,Elected,Yes,Yes,No
Parry Sound T,Keith,Bonnie,Local Councillor,1472,9856,Elected,Yes,Yes,No
Parry Sound T,McCann,Doug,Local Councillor,1195,9856,Elected,Yes,Yes,No
Parry Sound T,Ashford,George,Local Councillor,1110,9856,Elected,No,No,No
Parry Sound T,McDonald,Chris,Local Councillor,1158,9856,Elected,No,No,No
Parry Sound T,Beleskey,Joe,Local Councillor,1082,9856,Elected,No,No,No
Pelee Tp,Miller,Cathy,Mayor,273,319,Elected,No,No,No
Pelee Tp,DeLellis,David,Local Councillor,232,1049,Elected,Yes,Yes,No
Pelee Tp,Malloch,Dayne,Local Councillor,257,1049,Elected,Yes,Yes,No
Pelee Tp,Smith Ouellette,Sherri,Local Councillor,201,1049,Elected,Yes,Yes,No
Pelee Tp,Briggs-Crawford,Stephanie,Local Councillor,194,1049,Elected,No,No,No
Pelham T,Junkin,Marvin,Mayor,2967,5145,Elected,Yes,Yes,No
Pelham T,Olson,Wayne,Local Councillor,,,Acclaimed,Yes,Yes,No
Pelham T,Hildebrandt,Robert,Local Councillor,,,Acclaimed,Yes,Yes,No
Pelham T,Wink,John,Local Councillor,1355,3633,Elected,Yes,Yes,No
Pelham T,Ker,Kevin,Local Councillor,,,Acclaimed,No,No,No
Pelham T,Eckhardt,Brian,Local Councillor,988,3633,Elected,No,No,No
Pelham T,Niznik,Shellee,Local Councillor,,,Acclaimed,No,No,No
Pembroke C,Gervais,Ron,Mayor,,,Acclaimed,Yes,No,No
Pembroke C,Abdallah,Brian,Local Councillor,2238,,Elected,Yes,Yes,No
Pembroke C,Jacyno,Ed,Local Councillor,1433,,Elected,Yes,Yes,No
Pembroke C,Lafreniere,Patricia,Local Councillor,1800,,Elected,Yes,Yes,No
Pembroke C,Plummer,Andrew,Local Councillor,1855,,Elected,Yes,Yes,No
Pembroke C,Kuehl,Ian,Local Councillor,1935,,Elected,No,No,No
Pembroke C,Purcell,Troy,Local Councillor,1146,,Elected,No,No,No
Penetanguishene T,Rawson,Doug,Mayor,1808,2943,Elected,No,No,No
Penetanguishene T,Leroux,Doug,Local Councillor,1670,12757,Elected,Yes,No,No
Penetanguishene T,Vadeboncoeur,George,Local Councillor,1306,12757,Elected,Yes,Yes,No
Penetanguishene T,Desroches,Bonita,Local Councillor,1362,12757,Elected,No,No,No
Penetanguishene T,Marchand,Suzanne,Local Councillor,1384,12757,Elected,No,No,No
Penetanguishene T,Waters,Bill,Local Councillor,1268,12757,Elected,No,No,Yes
Penetanguishene T,LaRose,Dan,Deputy Mayor,1443,2943,Elected,Yes,No,No
Perry Tp,Hofstetter,Norm,Mayor,,,Acclaimed,Yes,Yes,No
Perry Tp,Cushman,Jim,Local Councillor,,,Acclaimed,Yes,Yes,No
Perry Tp,Lumley,Joe,Local Councillor,,,Acclaimed,Yes,Yes,No
Perry Tp,MacPhail,Margaret Ann,Local Councillor,,,Acclaimed,Yes,Yes,No
Perry Tp,Sowrey,Paul,Local Councillor,,,Acclaimed,Yes,Yes,No
Perth East Tp,Ehgoetz,Rhonda,Mayor,1621,2798,Elected,Yes,Yes,No
Perth East Tp,Brodhagen,Amanda,Local Councillor,457,706,Elected,Yes,Yes,No
Perth East Tp,MacAlpine,Andrew,Local Councillor,294,525,Elected,Yes,Yes,No
Perth East Tp,Matheson,Jeremy,Local Councillor,306,370,Elected,Yes,Yes,No
Perth East Tp,Smith,Jerry,Local Councillor,464,581,Elected,Yes,Yes,No
Perth East Tp,McMillan,Bob,Local Councillor,248,651,Elected,No,No,No
Perth East Tp,McDermid,Hugh,Deputy Mayor,,,Acclaimed,Yes,Yes,No
Perth South Tp,Aitcheson,Jim,Mayor,,,Acclaimed,Yes,No,No
Perth South Tp,Corriveau,Sam,Local Councillor,835,1170,Elected,Yes,Yes,No
Perth South Tp,Martin,Jaime,Local Councillor,804,1170,Elected,Yes,Yes,No
Perth South Tp,Orr,Sue,Local Councillor,876,1170,Elected,Yes,Yes,No
Perth South Tp,Wilhelm,Robert,Local Councillor,788,1170,Elected,Yes,No,No
Perth South Tp,Bell,Mark,Local Councillor,634,1170,Elected,No,No,No
Perth South Tp,Van Nes,Jim,Local Councillor,640,1170,Elected,No,No,No
Perth T,Brown,Judy,Mayor,983,2495,Elected,Yes,No,No
Perth T,Bird,Dave,Local Councillor,1657,10063,Elected,Yes,Yes,No
Perth T,Smith,Barry,Local Councillor,826,10063,Elected,Yes,Yes,No
Perth T,Boldt,Jim,Local Councillor,1150,10063,Elected,No,No,No
Perth T,McRae,Isabel Anne,Local Councillor,1387,10063,Elected,No,No,No
Perth T,Waterfield,Gary,Local Councillor,1360,10063,Elected,No,No,No
Perth T,McPherson,Ed,Deputy Mayor,,,Acclaimed,Yes,Yes,No
Petawawa T,Serviss,Gary,Mayor,2446,3301,Elected,Yes,No,No
Petawawa T,Carmody,James,Local Councillor,1760,15451,Elected,Yes,Yes,No
Petawawa T,Rutz,Murray,Local Councillor,1773,15451,Elected,Yes,Yes,No
Petawawa T,Sabourin,Theresa,Local Councillor,2128,15451,Elected,Yes,Yes,No
Petawawa T,Coutu,Lisa,Local Councillor,1497,15451,Elected,No,No,No
Petawawa T,Donovan,Karen,Local Councillor,1565,15451,Elected,No,No,No
Petawawa T,Driscoll,Adam,Local Councillor,1617,15451,Elected,No,No,No
Peterborough C,Leal,Jeff,Mayor,12911,26174,Elected,No,No,No
Peterborough C,Baldwin,Gary,Local Councillor,3326,8301,Elected,Yes,Yes,No
Peterborough C,Beamer,Andrew,Local Councillor,4003,10458,Elected,Yes,Yes,No
Peterborough C,Parnell,Lesley,Local Councillor,3132,7732,Elected,Yes,Yes,No
Peterborough C,Riel,Keith,Local Councillor,2964,8301,Elected,Yes,Yes,No
Peterborough C,Vassiliadis,Don,Local Councillor,2469,10254,Elected,Yes,Yes,No
Peterborough C,Duguay,Kevin,Local Councillor,1943,7732,Elected,No,No,No
Peterborough C,Crowley,Matt,Local Councillor,2871,10254,Elected,No,No,No
Peterborough C,Bierk,Alex,Local Councillor,2600,8445,Elected,No,No,No
Peterborough C,Lachica,Joy,Local Councillor,2308,8445,Elected,No,No,No
Peterborough C,Haacke,Dave,Local Councillor,2334,10458,Elected,No,No,No
Petrolia T,Loosley,Brad,Mayor,1264,2023,Elected,Yes,Yes,No
Petrolia T,Field,Joel,Local Councillor,1291,10046,Elected,Yes,Yes,No
Petrolia T,O'Hara,Ross,Local Councillor,964,10046,Elected,Yes,Yes,No
Petrolia T,Clark,Bill,Local Councillor,822,10046,Elected,No,No,No
Petrolia T,Hyatt,Chad,Local Councillor,1086,10046,Elected,No,No,No
Petrolia T,Pitel,Debra,Local Councillor,990,10046,Elected,No,No,No
Petrolia T,Welsh,Liz,Local Councillor,1318,10046,Elected,No,No,No
Pickering C,Ashe,Kevin,Mayor,7867,20296,Elected,Yes,No,No
Pickering C,Butt,Shaheen,Local Councillor,3777,7884,Elected,Yes,Yes,No
Pickering C,Robinson,Lisa,Local Councillor,1634,7471,Elected,No,No,No
Pickering C,Nagy,Mara,Local Councillor,1722,4947,Elected,No,No,No
Pickering C,Pickles,David,Local and Regional Councillor,4298,7744,Elected,Yes,Yes,No
Pickering C,Brenner,Maurice,Local and Regional Councillor,3773,7436,Elected,Yes,No,No
Pickering C,Cook,Linda,Local and Regional Councillor,1996,4901,Elected,No,No,No
Pickle Lake Tp,Dalzell,James,Mayor,69,153,Elected,No,No,No
Pickle Lake Tp,Blakney,Kayla,Local Councillor,85,555,Elected,Yes,Yes,No
Pickle Lake Tp,Eagles,Richard,Local Councillor,108,555,Elected,No,No,No
Pickle Lake Tp,Millar,John,Local Councillor,75,555,Elected,No,No,No
Pickle Lake Tp,Moore,Leslie,Local Councillor,95,555,Elected,No,No,No
Plummer Additional Tp,West,Beth,Mayor,106,184,Elected,Yes,Yes,No
Plummer Additional Tp,Hoback,Keith,Local Councillor,129,631,Elected,Yes,Yes,No
Plummer Additional Tp,Warwick,Kelly,Local Councillor,137,631,Elected,Yes,Yes,No
Plummer Additional Tp,Jones,Mike,Local Councillor,152,631,Elected,Yes,Yes,No
Plummer Additional Tp,Koehler,Boris,Local Councillor,112,631,Elected,Yes,Yes,No
Plympton-Wyoming T,Atkinson,Gary,Mayor,1458,3081,Elected,Yes,No,No
Plympton-Wyoming T,Vasey,Mike,Local Councillor,1828,3022,Elected,Yes,Yes,No
Plympton-Wyoming T,Woolvett,Bob,Local Councillor,1542,3022,Elected,Yes,Yes,No
Plympton-Wyoming T,Boughen,Alex,Local Councillor,1535,3022,Elected,No,No,No
Plympton-Wyoming T,Rodrigues,Kristen,Local Councillor,1555,3022,Elected,No,No,No
Plympton-Wyoming T,van Klaveren,John,Local Councillor,1697,3022,Elected,No,No,No
Plympton-Wyoming T,McEwen,Netty,Deputy Mayor,,,Acclaimed,Yes,No,No
Point Edward V,Hand,Bev,Mayor,,,Acclaimed,Yes,Yes,No
Point Edward V,Burgess,Paul,Local Councillor,531,2307,Elected,Yes,Yes,No
Point Edward V,Grimes,Greg,Local Councillor,585,2307,Elected,Yes,Yes,No
Point Edward V,Mondoux,Tim,Local Councillor,468,2307,Elected,Yes,Yes,No
Point Edward V,Drury,Lauren,Local Councillor,377,2307,Elected,No,No,No
Port Colborne C,Steele,Bill,Mayor,3054,4860,Elected,Yes,Yes,No
Port Colborne C,Bagu,Mark,Local Councillor,1012,3054,Elected,Yes,Yes,No
Port Colborne C,Beauregard,Eric,Local Councillor,342,1375,Elected,Yes,Yes,Yes
Port Colborne C,Bodner,Ron,Local Councillor,628,1522,Elected,Yes,Yes,No
Port Colborne C,Bruno,Gary,Local Councillor,773,1911,Elected,Yes,Yes,No
Port Colborne C,Danch,Frank,Local Councillor,574,1911,Elected,Yes,Yes,No
Port Colborne C,Elliott,Dave,Local Councillor,866,3054,Elected,No,No,No
Port Colborne C,Hoyle,Tim,Local Councillor,352,1375,Elected,No,No,No
Port Colborne C,Aquilina,Monique,Local Councillor,620,1522,Elected,No,No,No
Port Hope M,Hankivsky,Olena,Mayor,2093,6196,Elected,No,No,No
Port Hope M,Andrews,Les,Local Councillor,1867,16457,Elected,Yes,Yes,No
Port Hope M,Mink,Vicki,Local Councillor,646,2403,Elected,Yes,Yes,No
Port Hope M,Attridge,Todd,Local Councillor,1952,16457,Elected,No,No,No
Port Hope M,Holloway Wadhwani,Claire,Local Councillor,2131,16457,Elected,No,No,No
Port Hope M,Pearson,Adam James,Local Councillor,1967,16457,Elected,No,No,No
Port Hope M,Collins,Chris J.,Local Councillor,604,2403,Elected,No,No,No
Powassan M,McIsaac,Peter,Mayor,690,1185,Elected,Yes,Yes,
Powassan M,Britton,Dave,Local Councillor,509,4014,Elected,Yes,Yes,
Powassan M,Hall,Randy,Local Councillor,419,4014,Elected,Yes,Yes,
Powassan M,Wand,Markus,Local Councillor,633,4014,Elected,Yes,Yes,
Powassan M,Patey,Leo,Local Councillor,536,4014,Elected,No,No,
Prescott ST,Shankar,Gauri,Mayor,,,Acclaimed,Yes,No,No
Prescott ST,Burton,Leanne,Local Councillor,707,3884,Elected,Yes,Yes,No
Prescott ST,McConnell,Lee,Local Councillor,558,3884,Elected,Yes,Yes,No
Prescott ST,Campbell,Mary,Local Councillor,564,3884,Elected,No,No,No
Prescott ST,Kirkby,Justin,Local Councillor,751,3884,Elected,No,No,No
Prescott ST,Lockett,Ruth,Local Councillor,662,3884,Elected,No,No,No
Prescott ST,Young,Tracey,Local Councillor,642,3884,Elected,No,No,No
Prince Edward County C,Ferguson,Steve,Mayor,4632,11157,Elected,Yes,Yes,No
Prince Edward County C,Roberts,Bill,Local Councillor,777,998,Elected,Yes,Yes,No
Prince Edward County C,Hirsch,John,Local Councillor,357,664,Elected,Yes,Yes,No
Prince Edward County C,McNaughton,Kate,Local Councillor,814,3127,Elected,Yes,Yes,No
Prince Edward County C,Maynard,Janice,Local Councillor,1143,4604,Elected,Yes,Yes,No
Prince Edward County C,Nieman,Brad,Local Councillor,1186,3494,Elected,Yes,Yes,No
Prince Edward County C,Prinzen,Phil,Local Councillor,1239,3494,Elected,Yes,Yes,No
Prince Edward County C,St-Jean,Phil,Local Councillor,835,3127,Elected,Yes,Yes,No
Prince Edward County C,Engelsdorfer,Corey,Local Councillor,634,1214,Elected,No,No,No
Prince Edward County C,Grosso,Sam,Local Councillor,915,4604,Elected,No,No,No
Prince Edward County C,Pennell,Roy,Local Councillor,980,4604,Elected,No,No,No
Prince Edward County C,Branderhorst,Sam,Local Councillor,356,769,Elected,No,No,No
Prince Edward County C,Braney,Chris,Local Councillor,488,831,Elected,No,No,No
Prince Edward County C,Harrison,David,Local Councillor,488,943,Elected,No,No,No
Prince Tp,Palumbo,Enzo,Mayor,290,560,Elected,Yes,No,No
Prince Tp,Caputo,Eugene,Local Councillor,294,1440,Elected,Yes,Yes,No
Prince Tp,Weir,Jane,Local Councillor,393,1440,Elected,No,No,No
Prince Tp,Mick,Melanie,Local Councillor,443,1440,Elected,No,No,No
Prince Tp,Christenson,Margaret,Local Councillor,310,1440,Elected,No,No,No
Puslinch Tp,Seeley,James,Mayor,,,Acclaimed,Yes,Yes,No
Puslinch Tp,Bailey,Sara,Local Councillor,905,7707,Elected,Yes,Yes,No
Puslinch Tp,Goyda,Jessica,Local Councillor,875,7707,Elected,Yes,Yes,No
